feature,component,pct_nan,nunique,is_constant,mean,std,min,max
core_optical_flow__times_s__max,core_optical_flow,2.41,272,False,148.9786596021182,216.92063069517715,3.7666666507720947,875.77490234375
core_optical_flow__times_s__mean,core_optical_flow,2.41,277,False,74.48997697905756,108.46010702198848,1.882222294807434,437.8874816894531
core_optical_flow__times_s__min,core_optical_flow,2.41,1,True,0.0,0.0,0.0,0.0
core_optical_flow__times_s__p50,core_optical_flow,2.41,266,False,74.49005796581926,108.46083177868539,1.8666666746139526,437.9041442871094
core_optical_flow__times_s__p90,core_optical_flow,2.41,275,False,134.08160808304666,195.22806698840844,3.3933334350585938,788.2073974609375
core_optical_flow__times_s__std,core_optical_flow,2.41,279,False,43.179787462865804,62.80540857423166,1.1665629148483276,253.5978240966797
cut_detection__audio_cut_alignment_score,cut_detection,2.06,51,False,0.2756459150147434,0.3412245487980283,0.0,1.0
cut_detection__audio_spike_cut_ratio,cut_detection,2.06,282,False,0.1050102779978046,0.029353603926716054,0.0,0.16904276985731906
cut_detection__avg_fade_duration,cut_detection,2.06,254,False,35.084965301625914,75.73709424400089,0.0,566.399169921875
cut_detection__avg_scene_length_shots,cut_detection,2.06,12,False,1.0368092944780252,0.42405634036701473,1.0,8.0
cut_detection__avg_shot_length,cut_detection,2.06,278,False,23.763393764328537,58.887941631700606,1.746666669845581,740.6799926757812
cut_detection__cut_interval_cv,cut_detection,7.9,191,False,0.4342709792589334,0.37380469586452364,0.0,1.6383510591116792
cut_detection__cut_interval_entropy,cut_detection,7.9,114,False,0.4986806090629034,0.3566558929712469,3.134004791139955e-08,0.9999999992786525
cut_detection__cut_interval_std,cut_detection,7.9,191,False,11.75809369858966,23.173667152184194,0.0,143.8186798095703
cut_detection__cut_rhythm_uniformity_score,cut_detection,7.9,177,False,0.5794936395454747,0.34359637615377325,0.0,1.0
cut_detection__cuts_per_minute,cut_detection,2.06,263,False,7.266944068231472,5.894046717613324,0.0,27.48091523029487
cut_detection__dissolve_count,cut_detection,2.06,7,False,0.22456140350877193,0.8550349432268064,0.0,9.0
cut_detection__edit_style_cinematic_prob,cut_detection,2.06,1,True,0.0,0.0,0.0,0.0
cut_detection__edit_style_fast_prob,cut_detection,2.06,2,False,0.003508771922031021,0.059234887644339124,0.0,0.999999997778841
cut_detection__edit_style_high_action_prob,cut_detection,2.06,11,False,0.035087719244543715,0.18432521376022262,0.0,0.9999999986503608
cut_detection__edit_style_meme_prob,cut_detection,2.06,1,True,0.0,0.0,0.0,0.0
cut_detection__edit_style_slow_prob,cut_detection,2.06,21,False,0.12982456125225328,0.3367015393419482,0.0,0.9999999989999999
cut_detection__edit_style_social_prob,cut_detection,2.06,1,True,0.0,0.0,0.0,0.0
cut_detection__event_contrib_mask__mean,cut_detection,3.78,6,False,0.02929315460579736,0.1249484634415973,0.0,0.75
cut_detection__event_end_time_s__max,cut_detection,3.78,272,False,148.22091836455678,214.82789755239247,0.13333334028720856,875.77490234375
cut_detection__event_end_time_s__mean,cut_detection,3.78,276,False,73.06067096585674,104.8068935027721,0.13333334028720856,455.8895568847656
cut_detection__event_end_time_s__min,cut_detection,3.78,233,False,6.968797417464001,12.598818944354344,0.125,94.03333282470703
cut_detection__event_end_time_s__p50,cut_detection,3.78,272,False,70.56013416301991,104.75572495246966,0.125,487.8790588378906
cut_detection__event_end_time_s__p90,cut_detection,3.78,277,False,130.35409535845474,189.99024667241545,0.13333334028720856,823.6083374023438
cut_detection__event_end_time_s__std,cut_detection,3.78,264,False,44.3210661150249,65.56492075268636,0.0,283.3369140625
cut_detection__event_pair_index__max,cut_detection,3.78,160,False,163.08928571428572,109.20256354496732,0.0,321.0
cut_detection__event_pair_index__mean,cut_detection,3.78,252,False,84.09537970338549,54.9930850220192,0.0,202.77777099609375
cut_detection__event_pair_index__min,cut_detection,3.78,39,False,9.803571428571429,11.074883014919969,0.0,84.0
cut_detection__event_pair_index__p50,cut_detection,3.78,184,False,82.8625,58.491244213485295,0.0,224.0
cut_detection__event_pair_index__p90,cut_detection,3.78,247,False,146.36214312144688,98.33534181154315,0.0,304.79998779296875
cut_detection__event_pair_index__std,cut_detection,3.78,255,False,48.74809275056634,34.37612883143023,0.0,118.2835464477539
cut_detection__event_start_time_s__max,cut_detection,3.78,273,False,140.10695244323995,207.34753414350283,0.0,874.4068603515625
cut_detection__event_start_time_s__mean,cut_detection,3.78,274,False,67.67046243223761,100.4845607093707,0.0,444.36322021484375
cut_detection__event_start_time_s__min,cut_detection,3.78,82,False,1.1786821193993091,3.267511781245933,0.0,32.46576690673828
cut_detection__event_start_time_s__p50,cut_detection,3.78,270,False,65.35786905458995,99.696119316192,0.0,487.8790588378906
cut_detection__event_start_time_s__p90,cut_detection,3.78,273,False,124.0638550126659,184.69957072018263,0.0,804.1333618164062
cut_detection__event_start_time_s__std,cut_detection,3.78,265,False,43.32345243836088,64.64551040780167,0.0,282.52154541015625
cut_detection__event_strength__max,cut_detection,3.78,240,False,57.38835215084255,106.32701022911013,0.13456209003925323,741.8077392578125
cut_detection__event_strength__mean,cut_detection,3.78,267,False,6.718786600923964,9.375308210779563,0.11402560770511627,126.98332977294922
cut_detection__event_strength__min,cut_detection,3.78,203,False,1.0864238092124912,0.9430260130510084,0.0005094399093650281,6.300000190734863
cut_detection__event_strength__p50,cut_detection,3.78,122,False,2.6686475234089553,7.587131512476894,0.003148851450532675,126.98332977294922
cut_detection__event_strength__p90,cut_detection,3.78,227,False,11.741321453505329,18.82123162782704,0.13045479357242584,226.97000122070312
cut_detection__event_strength__std,cut_detection,3.78,263,False,13.1223507476921,23.02760162213385,0.0,149.5098876953125
cut_detection__event_times_s__max,cut_detection,3.78,277,False,142.3281021011195,209.30658409532717,0.13333334028720856,874.4068603515625
cut_detection__event_times_s__mean,cut_detection,3.78,276,False,70.36556738439415,102.55928067914483,0.13333334028720856,450.1264343261719
cut_detection__event_times_s__min,cut_detection,3.78,232,False,5.322686245026333,8.887616187952265,0.125,83.19999694824219
cut_detection__event_times_s__p50,cut_detection,3.78,271,False,68.24362215820167,102.22736117855699,0.125,487.8790588378906
cut_detection__event_times_s__p90,cut_detection,3.78,277,False,126.25715716667473,186.27837174829097,0.13333334028720856,813.870849609375
cut_detection__event_times_s__std,cut_detection,3.78,264,False,42.89768320353968,64.35066794948203,0.0,282.7248840332031
cut_detection__event_type_id__max,cut_detection,3.78,7,False,6.478571428571429,2.4199524778143213,1.0,8.0
cut_detection__event_type_id__mean,cut_detection,3.78,174,False,3.2394158444234304,1.1985116527547524,1.0,7.0
cut_detection__event_type_id__min,cut_detection,3.78,5,False,1.1035714285714286,0.5219086441825849,1.0,6.0
cut_detection__event_type_id__p50,cut_detection,3.78,11,False,2.7303571428571427,1.841275041595319,1.0,7.0
cut_detection__event_type_id__p90,cut_detection,3.78,40,False,5.65000000170299,2.1353485165297688,1.0,7.800000190734863
cut_detection__event_type_id__std,cut_detection,3.78,216,False,2.1030406675168445,0.9772493062471195,0.0,3.149343967437744
cut_detection__extremely_short_shots_count,cut_detection,2.06,2,False,0.10526315789473684,0.3074320333861851,0.0,1.0
cut_detection__fade_in_count,cut_detection,2.06,12,False,1.631578947368421,2.1116009124926363,0.0,11.0
cut_detection__fade_out_count,cut_detection,2.06,11,False,1.7333333333333334,2.003283689322634,0.0,10.0
cut_detection__flow_mag__max,cut_detection,2.75,283,False,1.3752067395569856,1.2647541179334387,0.00038449763087555766,6.445206165313721
cut_detection__flow_mag__mean,cut_detection,2.75,283,False,0.15300167878030868,0.16701232511905956,0.00016065771342255175,0.9763453006744385
cut_detection__flow_mag__min,cut_detection,2.75,283,False,0.006858494567077865,0.01479114733613567,5.827127461088821e-05,0.1466377228498459
cut_detection__flow_mag__p50,cut_detection,2.75,283,False,0.06846300746421594,0.09167055849207982,0.0001473812444601208,0.7918404936790466
cut_detection__flow_mag__p90,cut_detection,2.75,283,False,0.4024100730979491,0.5175826738295365,0.00020370868151076138,2.312112808227539
cut_detection__flow_mag__std,cut_detection,2.75,283,False,0.2366358251623391,0.2417052826489047,9.712659448268823e-06,1.0200365781784058
cut_detection__flow_spike_ratio,cut_detection,2.06,136,False,80701755.45860085,969869781.4433529,0.0,15999999999.999998
cut_detection__flow_valid_mask__mean,cut_detection,2.75,1,True,1.0,0.0,1.0,1.0
cut_detection__hard_cut_strength_mean,cut_detection,2.06,63,False,2.1137207620652303,0.5980649937634607,0.0,3.0
cut_detection__hard_cut_strength_p25,cut_detection,2.06,5,False,1.9508771929824562,0.547279702614213,0.0,3.0
cut_detection__hard_cut_strength_p50,cut_detection,2.06,4,False,2.068421052631579,0.6402458525190945,0.0,3.0
cut_detection__hard_cut_strength_p75,cut_detection,2.06,6,False,2.237719298245614,0.7184245712606545,0.0,3.0
cut_detection__hard_cuts_count,cut_detection,2.06,28,False,6.912280701754386,6.505362635512384,0.0,35.0
cut_detection__hard_cuts_per_minute,cut_detection,2.06,263,False,7.266944068231472,5.894046717613324,0.0,27.48091523029487
cut_detection__hard_score__max,cut_detection,2.75,3,False,2.547703180212014,0.6075938098982986,1.0,3.0
cut_detection__hard_score__mean,cut_detection,2.75,251,False,0.21041084121083412,0.09550540527259577,0.030651340261101723,0.568561851978302
cut_detection__hard_score__min,cut_detection,2.75,1,True,0.0,0.0,0.0,0.0
cut_detection__hard_score__p50,cut_detection,2.75,1,True,0.0,0.0,0.0,0.0
cut_detection__hard_score__p90,cut_detection,2.75,17,False,0.7795053002796409,0.5889079033640858,0.0,2.5999999046325684
cut_detection__hard_score__std,cut_detection,2.75,278,False,0.5547330306296635,0.1479368424862121,0.19230768084526062,1.0064256191253662
cut_detection__hist_diff_l1__max,cut_detection,2.75,279,False,1.1040647029329598,0.667866239031103,0.0017165743047371507,2.0
cut_detection__hist_diff_l1__mean,cut_detection,2.75,283,False,0.18413515369045422,0.1411159659940096,0.0002680584730114788,0.8237723708152771
cut_detection__hist_diff_l1__min,cut_detection,2.75,255,False,0.014300545029725357,0.02150639816406141,0.0,0.2710995674133301
cut_detection__hist_diff_l1__p50,cut_detection,2.75,283,False,0.1166024670170829,0.11638065480675788,0.0,0.8890109062194824
cut_detection__hist_diff_l1__p90,cut_detection,2.75,283,False,0.42386974623429263,0.3574657149504402,0.0005733658326789737,1.856900691986084
cut_detection__hist_diff_l1__std,cut_detection,2.75,283,False,0.19971600816432508,0.13916539646468376,0.0003670763981062919,0.6982972621917725
cut_detection__long_shots_ratio,cut_detection,2.06,70,False,0.6143307385167518,0.3133200888174766,0.0,1.0
cut_detection__max_cut_interval,cut_detection,7.9,259,False,49.97159530778429,89.31289923834225,1.5014991760253906,654.9376220703125
cut_detection__median_cut_interval,cut_detection,7.9,260,False,26.0550761992362,68.77366064369585,1.5014991760253906,654.9376220703125
cut_detection__median_shot_length,cut_detection,2.06,267,False,19.383701241643806,56.87783476697277,1.5047277212142944,740.6799926757812
cut_detection__min_cut_interval,cut_detection,7.9,230,False,17.949045162592363,62.02018637322098,1.4999990463256836,654.9376220703125
cut_detection__motion_cam_valid_mask__mean,cut_detection,2.75,109,False,0.055320546991938835,0.008442838348574337,0.04568528011441231,0.09090909361839294
cut_detection__motion_camera_motion_flag__mean,cut_detection,2.75,159,False,0.027270503511632606,0.02481388590480735,0.0,0.09090909361839294
cut_detection__motion_cut_intensity_score,cut_detection,2.06,208,False,0.8260998370704279,0.9769761604281716,0.0,4.053575444221496
cut_detection__motion_cuts_count,cut_detection,2.06,18,False,5.922807017543859,5.518949990198931,0.0,17.0
cut_detection__motion_dir_consistency__max,cut_detection,29.55,205,False,0.5701647101015579,0.18500401399316252,0.10457970201969147,0.9113380908966064
cut_detection__motion_dir_consistency__mean,cut_detection,29.55,205,False,0.35573122225156645,0.11627195068172828,0.06925629824399948,0.8929456472396851
cut_detection__motion_dir_consistency__min,cut_detection,29.55,205,False,0.16846058363231217,0.13166868110034022,0.01896665059030056,0.8929456472396851
cut_detection__motion_dir_consistency__p50,cut_detection,29.55,205,False,0.3472417712211609,0.12346364235242217,0.06476528197526932,0.8929456472396851
cut_detection__motion_dir_consistency__p90,cut_detection,29.55,205,False,0.5054751801781538,0.16087335441692566,0.1005592793226242,0.8929456472396851
cut_detection__motion_dir_consistency__std,cut_detection,29.55,187,False,0.13065236388455803,0.06665384072730382,0.0,0.37096846103668213
cut_detection__motion_dir_valid_mask__mean,cut_detection,2.75,175,False,0.02805004344492914,0.021689078175292538,0.0,0.09090909361839294
cut_detection__motion_flow_mag__max,cut_detection,2.75,283,False,1.3752067395569856,1.2647541179334387,0.00038449763087555766,6.445206165313721
cut_detection__motion_flow_mag__mean,cut_detection,2.75,283,False,0.15300167878030868,0.16701232511905956,0.00016065771342255175,0.9763453006744385
cut_detection__motion_flow_mag__min,cut_detection,2.75,283,False,0.006858494567077865,0.01479114733613567,5.827127461088821e-05,0.1466377228498459
cut_detection__motion_flow_mag__p50,cut_detection,2.75,283,False,0.06846300746421594,0.09167055849207982,0.0001473812444601208,0.7918404936790466
cut_detection__motion_flow_mag__p90,cut_detection,2.75,283,False,0.4024100730979491,0.5175826738295365,0.00020370868151076138,2.312112808227539
cut_detection__motion_flow_mag__std,cut_detection,2.75,283,False,0.2366358251623391,0.2417052826489047,9.712659448268823e-06,1.0200365781784058
cut_detection__motion_mag_variance__max,cut_detection,29.55,205,False,459.6464315763334,1311.8309679526112,4.243783473968506,12116.76953125
cut_detection__motion_mag_variance__mean,cut_detection,29.55,205,False,150.94124017343287,219.670570345457,3.6024627685546875,1857.035400390625
cut_detection__motion_mag_variance__min,cut_detection,29.55,205,False,55.34345199170582,59.75888315225365,2.1683318252030404e-08,497.7200012207031
cut_detection__motion_mag_variance__p50,cut_detection,29.55,205,False,115.38612513425873,146.80975497505088,2.4903392791748047,1532.211669921875
cut_detection__motion_mag_variance__p90,cut_detection,29.55,205,False,237.34920337258316,400.8365068565594,4.243783473968506,3053.30126953125
cut_detection__motion_mag_variance__std,cut_detection,29.55,187,False,124.7507938733915,385.6792381860131,0.0,3443.2880859375
cut_detection__motion_var_valid_mask__mean,cut_detection,2.75,175,False,0.02805004344492914,0.021689078175292538,0.0,0.09090909361839294
cut_detection__pair_dt_s__max,cut_detection,2.75,114,False,0.6196984389645472,0.6503522522743906,0.26000022888183594,2.736083984375
cut_detection__pair_dt_s__mean,cut_detection,2.75,265,False,0.6037222670371457,0.6476067340626469,0.2504854202270508,2.7197978496551514
cut_detection__pair_dt_s__min,cut_detection,2.75,121,False,0.584958964438826,0.6450368146496948,0.09999847412109375,2.70269775390625
cut_detection__pair_dt_s__p50,cut_detection,2.75,130,False,0.6087198696582983,0.6463078783352013,0.23738908767700195,2.73602294921875
cut_detection__pair_dt_s__p90,cut_detection,2.75,126,False,0.6151945061270845,0.6480342080550197,0.25,2.736083984375
cut_detection__pair_dt_s__std,cut_detection,2.75,277,False,0.012976672597232114,0.005431628423400244,6.233602789507131e-08,0.04712317883968353
cut_detection__pair_times_s__max,cut_detection,2.75,277,False,149.12634522333585,216.84932924908688,3.633333206176758,874.4068603515625
cut_detection__pair_times_s__mean,cut_detection,2.75,278,False,74.71535316920533,108.58560213031971,1.8821429014205933,437.8874816894531
cut_detection__pair_times_s__min,cut_detection,2.75,100,False,0.30438979499226326,0.32313855755433574,0.11869444698095322,1.3680332899093628
cut_detection__pair_times_s__p50,cut_detection,2.75,275,False,74.71529388301364,108.58555674585905,1.875,437.89581298828125
cut_detection__pair_times_s__p90,cut_detection,2.75,277,False,134.24577062458536,195.19612196433795,3.2866666316986084,787.1146850585938
cut_detection__pair_times_s__std,cut_detection,2.75,278,False,43.13595953973359,62.69202992775559,1.0893142223358154,252.81268310546875
cut_detection__scene_count,cut_detection,2.06,26,False,7.796491228070176,6.331843425598585,1.0,36.0
cut_detection__scene_dissolve_transitions,cut_detection,2.06,1,True,0.0,0.0,0.0,0.0
cut_detection__scene_fade_transitions,cut_detection,2.06,1,True,0.0,0.0,0.0,0.0
cut_detection__scene_hard_cut_transitions,cut_detection,2.06,26,False,6.796491228070176,6.331843425598585,0.0,35.0
cut_detection__scene_motion_transitions,cut_detection,2.06,1,True,0.0,0.0,0.0,0.0
cut_detection__scene_stylized_transitions,cut_detection,2.06,1,True,0.0,0.0,0.0,0.0
cut_detection__scene_to_shot_ratio,cut_detection,2.06,37,False,0.989312871783713,0.07175569646366614,0.124999999984375,0.9999999999722223
cut_detection__scene_whoosh_transition_prob,cut_detection,2.06,282,False,0.22836544969051056,0.0910244903523717,0.0,0.5076376774229125
cut_detection__short_shots_ratio,cut_detection,2.06,24,False,0.07781103383429766,0.1524700945965401,0.0,0.5
cut_detection__shot_length_histogram__max,cut_detection,2.06,57,False,0.4818613555870558,0.1910069847263296,0.20000000298023224,1.0
cut_detection__shot_length_histogram__mean,cut_detection,2.06,3,False,0.12500000054899016,2.9143317566708857e-09,0.1249999925494194,0.1250000149011612
cut_detection__shot_length_histogram__min,cut_detection,2.06,5,False,0.0010033262011251952,0.007850732407059366,0.0,0.07692307978868484
cut_detection__shot_length_histogram__p50,cut_detection,2.06,38,False,0.04995525800868084,0.05384651602227777,0.0,0.20000000298023224
cut_detection__shot_length_histogram__p90,cut_detection,2.06,90,False,0.3353935100007476,0.09278102949742574,0.16249999403953552,0.5
cut_detection__shot_length_histogram__std,cut_detection,2.06,110,False,0.17499371284717008,0.06294425283295392,0.05353619530797005,0.33071890473365784
cut_detection__shot_length_p10,cut_detection,2.06,278,False,10.002326250034466,46.97662848210494,0.07500000000000001,740.6799926757812
cut_detection__shot_length_p25,cut_detection,2.06,274,False,12.917309587984754,49.62490694315858,0.1875,740.6799926757812
cut_detection__shot_length_p75,cut_detection,2.06,281,False,30.50395398746457,70.75484297348035,2.0333335399627686,740.6799926757812
cut_detection__shot_length_p90,cut_detection,2.06,283,False,41.36301281594393,83.76391508301681,2.1933335304260253,740.6799926757812
cut_detection__soft_flow_mag__max,cut_detection,2.75,283,False,1.3752067395569856,1.2647541179334387,0.00038449763087555766,6.445206165313721
cut_detection__soft_flow_mag__mean,cut_detection,2.75,283,False,0.15300167878030868,0.16701232511905956,0.00016065771342255175,0.9763453006744385
cut_detection__soft_flow_mag__min,cut_detection,2.75,283,False,0.006858494567077865,0.01479114733613567,5.827127461088821e-05,0.1466377228498459
cut_detection__soft_flow_mag__p50,cut_detection,2.75,283,False,0.06846300746421594,0.09167055849207982,0.0001473812444601208,0.7918404936790466
cut_detection__soft_flow_mag__p90,cut_detection,2.75,283,False,0.4024100730979491,0.5175826738295365,0.00020370868151076138,2.312112808227539
cut_detection__soft_flow_mag__std,cut_detection,2.75,283,False,0.2366358251623391,0.2417052826489047,9.712659448268823e-06,1.0200365781784058
cut_detection__soft_flow_valid_mask__mean,cut_detection,2.75,1,True,1.0,0.0,1.0,1.0
cut_detection__soft_hist_diff_l1__max,cut_detection,2.75,278,False,1.3661094716792868,0.6705784975082071,0.0028753881342709064,2.000000238418579
cut_detection__soft_hist_diff_l1__mean,cut_detection,2.75,283,False,0.3012420551120402,0.21739458589535468,0.0005846399581059813,0.9804144501686096
cut_detection__soft_hist_diff_l1__min,cut_detection,2.75,258,False,0.028625175035180188,0.03522619700953892,0.0,0.3643788695335388
cut_detection__soft_hist_diff_l1__p50,cut_detection,2.75,283,False,0.19993793962591422,0.19349701629402752,0.0,1.073073387145996
cut_detection__soft_hist_diff_l1__p90,cut_detection,2.75,283,False,0.7048128099623383,0.5442648181472258,0.001213971059769392,1.91533625125885
cut_detection__soft_hist_diff_l1__std,cut_detection,2.75,283,False,0.29492233877704566,0.18477064804985394,0.0006688018911518157,0.7748332619667053
cut_detection__soft_hsv_v__max,cut_detection,2.75,283,False,0.6862287755213125,0.18334776478323664,0.01190902478992939,0.9999464750289917
cut_detection__soft_hsv_v__mean,cut_detection,2.75,283,False,0.5112451608013032,0.1597488519367034,0.011899525299668312,0.9938414692878723
cut_detection__soft_hsv_v__min,cut_detection,2.75,250,False,0.31164976259718835,0.24021702439054735,0.0,0.9923360347747803
cut_detection__soft_hsv_v__p50,cut_detection,2.75,283,False,0.5147119699829248,0.1677179271108204,0.011902730911970139,0.9924010634422302
cut_detection__soft_hsv_v__p90,cut_detection,2.75,283,False,0.5933256817540621,0.16213113645435911,0.011908860877156258,0.9960664510726929
cut_detection__soft_hsv_v__std,cut_detection,2.75,283,False,0.07117839742794249,0.06087244446519789,1.1219947737117764e-05,0.3943493962287903
cut_detection__soft_lab_l__max,cut_detection,2.75,283,False,0.6267322582084119,0.1793934792044217,0.009917858056724072,0.9999520778656006
cut_detection__soft_lab_l__mean,cut_detection,2.75,283,False,0.45680965269938795,0.15477554473935848,0.009908497333526611,0.9898013472557068
cut_detection__soft_lab_l__min,cut_detection,2.75,247,False,0.2717655965680157,0.2213920711241018,0.0,0.9882276654243469
cut_detection__soft_lab_l__p50,cut_detection,2.75,283,False,0.4602789189271603,0.16246084211008713,0.009912746027112007,0.9882739782333374
cut_detection__soft_lab_l__p90,cut_detection,2.75,283,False,0.5337024842464618,0.15622722800934638,0.009917679242789745,0.9921448230743408
cut_detection__soft_lab_l__std,cut_detection,2.75,283,False,0.0677201994693532,0.05746811916760379,7.612632998643676e-06,0.40093088150024414
cut_detection__speed_ramp_cuts_count,cut_detection,2.06,3,False,0.8947368421052632,0.7572236754015184,0.0,2.0
cut_detection__ssim_drop__max,cut_detection,2.75,266,False,0.7332455044989301,0.2789478325901849,0.0002783325035125017,1.0
cut_detection__ssim_drop__mean,cut_detection,2.75,283,False,0.3609259584525125,0.19900465897161318,2.3156881070462987e-05,0.8218798041343689
cut_detection__ssim_drop__min,cut_detection,2.75,260,False,0.08147416102351224,0.114099729194958,0.0,0.5118348002433777
cut_detection__ssim_drop__p50,cut_detection,2.75,283,False,0.35752494700464477,0.22469844027241628,0.0,0.8884191513061523
cut_detection__ssim_drop__p90,cut_detection,2.75,283,False,0.5435833145992203,0.25723652772754524,1.2452577720978297e-05,0.9631058573722839
cut_detection__ssim_drop__std,cut_detection,2.75,283,False,0.1468920335352292,0.07376987482666308,7.115359767340124e-05,0.3373394310474396
cut_detection__ssim_valid_mask__mean,cut_detection,2.75,1,True,1.0,0.0,1.0,1.0
cut_detection__threshold_flow__max,cut_detection,2.75,283,False,0.5417346583676542,0.5420939148166217,0.00023044251429382712,2.1101837158203125
cut_detection__threshold_flow__mean,cut_detection,2.75,283,False,0.5417346587747993,0.5420939165767572,0.00023044251429382712,2.1101837158203125
cut_detection__threshold_flow__min,cut_detection,2.75,283,False,0.5417346583676542,0.5420939148166217,0.00023044251429382712,2.1101837158203125
cut_detection__threshold_flow__p50,cut_detection,2.75,283,False,0.5417346583676542,0.5420939148166217,0.00023044251429382712,2.1101837158203125
cut_detection__threshold_flow__p90,cut_detection,2.75,283,False,0.5417346583676542,0.5420939148166217,0.00023044251429382712,2.1101837158203125
cut_detection__threshold_flow__std,cut_detection,2.75,18,False,4.1123918116145335e-08,7.36990198801625e-08,0.0,3.5762786865234375e-07
cut_detection__threshold_hist__max,cut_detection,2.75,283,False,0.5160344855953666,0.353965547596697,0.0008600442670285702,2.039430618286133
cut_detection__threshold_hist__mean,cut_detection,2.75,283,False,0.5160344877788737,0.3539655473789508,0.0008600442670285702,2.0394303798675537
cut_detection__threshold_hist__min,cut_detection,2.75,283,False,0.5160344855953666,0.353965547596697,0.0008600442670285702,2.039430618286133
cut_detection__threshold_hist__p50,cut_detection,2.75,283,False,0.5160344855953666,0.353965547596697,0.0008600442670285702,2.039430618286133
cut_detection__threshold_hist__p90,cut_detection,2.75,283,False,0.5160344855953666,0.353965547596697,0.0008600442670285702,2.039430618286133
cut_detection__threshold_hist__std,cut_detection,2.75,15,False,3.8681150325195525e-08,4.7571596661481686e-08,0.0,2.384185791015625e-07
cut_detection__threshold_ssim__max,cut_detection,2.75,283,False,0.57786299720565,0.2867822114880934,0.0001106088820961304,1.3680150508880615
cut_detection__threshold_ssim__mean,cut_detection,2.75,283,False,0.5778630031464053,0.2867822217954167,0.00011060888937208802,1.368015170097351
cut_detection__threshold_ssim__min,cut_detection,2.75,283,False,0.57786299720565,0.2867822114880934,0.0001106088820961304,1.3680150508880615
cut_detection__threshold_ssim__p50,cut_detection,2.75,283,False,0.57786299720565,0.2867822114880934,0.0001106088820961304,1.3680150508880615
cut_detection__threshold_ssim__p90,cut_detection,2.75,283,False,0.57786299720565,0.2867822114880934,0.0001106088820961304,1.3680150508880615
cut_detection__threshold_ssim__std,cut_detection,2.75,16,False,4.414215502115263e-08,5.04163030544752e-08,0.0,2.384185791015625e-07
cut_detection__times_s__max,cut_detection,2.06,273,False,151.2314829901645,219.85292974565715,3.7666666507720947,875.77490234375
cut_detection__times_s__mean,cut_detection,2.06,278,False,75.61638640228071,109.92625341793371,1.882222294807434,437.8874816894531
cut_detection__times_s__min,cut_detection,2.06,1,True,0.0,0.0,0.0,0.0
cut_detection__times_s__p50,cut_detection,2.06,267,False,75.61646710487834,109.92696516044091,1.8666666746139526,437.9041442871094
cut_detection__times_s__p90,cut_detection,2.06,276,False,136.10912892776622,197.86708554563262,3.3933334350585938,788.2073974609375
cut_detection__times_s__std,cut_detection,2.06,280,False,43.8320536044606,63.65440882294026,1.1665629148483276,253.5978240966797
cut_detection__union_timestamps_sec__max,cut_detection,2.75,271,False,149.4294020169194,217.17162714249045,3.7666666507720947,875.77490234375
cut_detection__union_timestamps_sec__mean,cut_detection,2.75,276,False,74.7153452297824,108.58560649749938,1.882222294807434,437.8874816894531
cut_detection__union_timestamps_sec__min,cut_detection,2.75,1,True,0.0,0.0,0.0,0.0
cut_detection__union_timestamps_sec__p50,cut_detection,2.75,265,False,74.71543174624021,108.58632971263884,1.8666666746139526,437.9041442871094
cut_detection__union_timestamps_sec__p90,cut_detection,2.75,274,False,134.48721906827112,195.45399642284835,3.3933334350585938,788.2073974609375
cut_detection__union_timestamps_sec__std,cut_detection,2.75,278,False,43.3102644256484,62.87809614575655,1.1665629148483276,253.5978240966797
cut_detection__very_long_shots_count,cut_detection,2.06,24,False,2.9859649122807017,4.94047093169604,0.0,34.0
cut_detection__whip_pan_transitions_count,cut_detection,2.06,6,False,0.519298245614035,0.8784266096969467,0.0,5.0
cut_detection__zoom_transition_count,cut_detection,2.06,15,False,4.508771929824562,4.3971934351642465,0.0,14.0
scene_classification__aesthetic_frac_high__max,scene_classification,2.75,1,True,0.0,0.0,0.0,0.0
scene_classification__aesthetic_frac_high__mean,scene_classification,2.75,1,True,0.0,0.0,0.0,0.0
scene_classification__aesthetic_frac_high__min,scene_classification,2.75,1,True,0.0,0.0,0.0,0.0
scene_classification__aesthetic_frac_high__p50,scene_classification,2.75,1,True,0.0,0.0,0.0,0.0
scene_classification__aesthetic_frac_high__p90,scene_classification,2.75,1,True,0.0,0.0,0.0,0.0
scene_classification__aesthetic_frac_high__std,scene_classification,2.75,1,True,0.0,0.0,0.0,0.0
scene_classification__aesthetic_std__max,scene_classification,2.75,1,True,0.0,0.0,0.0,0.0
scene_classification__aesthetic_std__mean,scene_classification,2.75,1,True,0.0,0.0,0.0,0.0
scene_classification__aesthetic_std__min,scene_classification,2.75,1,True,0.0,0.0,0.0,0.0
scene_classification__aesthetic_std__p50,scene_classification,2.75,1,True,0.0,0.0,0.0,0.0
scene_classification__aesthetic_std__p90,scene_classification,2.75,1,True,0.0,0.0,0.0,0.0
scene_classification__aesthetic_std__std,scene_classification,2.75,1,True,0.0,0.0,0.0,0.0
scene_classification__atmosphere_entropy__max,scene_classification,2.75,1,True,0.0,0.0,0.0,0.0
scene_classification__atmosphere_entropy__mean,scene_classification,2.75,1,True,0.0,0.0,0.0,0.0
scene_classification__atmosphere_entropy__min,scene_classification,2.75,1,True,0.0,0.0,0.0,0.0
scene_classification__atmosphere_entropy__p50,scene_classification,2.75,1,True,0.0,0.0,0.0,0.0
